,Unnamed: 0,bar,idx,easting,northing,channel_width_dem,channel_width_water,channel_width_mean,bar_width,bar_height,distance,river,normalized_distance,normalized_width
54,54,7,7_7,324709.3195600201,3326432.4930129964,226.0,145.0,185.5,74.0,4.831448019289277,710.5617916685034,Trinity River,0.9094849451878001,1.3181818181818181
55,55,7,7_8,324738.3707785332,3326522.82195731,200.0,110.0,155.0,40.0,4.907784913599087,781.2793333503492,Trinity River,1.0,1.0
56,56,8,8_0,324493.26014011464,3326870.643884888,274.0,239.0,256.5,54.0,4.2888772481738515,0.0,Trinity River,0.0,1.2447916666666667
57,57,8,8_1,324511.3579181462,3327025.107953429,199.0,192.0,195.5,104.0,3.9210975869446223,155.5206675654766,Trinity River,0.4088915505659911,1.0
58,58,8,8_3,324503.5787398941,3327250.8508730563,243.0,167.0,205.0,86.0,4.616675827113865,380.34698283738953,Trinity River,1.0,0.8697916666666666
59,59,9,9_1,324222.59053213923,3327466.592083635,170.0,143.0,156.5,62.0,3.9037277763328526,0.0,Trinity River,0.0,1.0
60,60,9,9_2,324098.9240932318,3327514.852243895,187.0,172.0,179.5,68.0,4.134048502636007,132.74950538666715,Trinity River,0.3084012673160203,1.2027972027972027
61,61,9,9_3,323966.208789822,3327592.163877791,206.0,116.0,161.0,40.0,4.655773609528106,285.48182653396935,Trinity River,0.6632262534035107,0.8111888111888111
62,62,9,9_4,323918.266233168,3327649.155355385,176.0,154.0,165.0,38.0,4.9912686624461164,354.8839629181215,Trinity River,0.824460050493511,1.0769230769230769
63,63,9,9_5,323892.86646755424,3327743.2943837508,192.0,87.0,139.5,40.0,4.946342766355405,430.4440981775801,Trinity River,1.0,0.6083916083916084
64,64,10,10_0,324236.5612529649,3328285.1091123717,165.0,277.0,221.0,60.0,3.1638784843944436,0.0,Trinity River,0.0,1.4427083333333333
65,65,10,10_1,324304.18884476577,3328364.3255273513,197.0,192.0,194.5,36.0,3.943342468614784,104.15724446727387,Trinity River,0.1317433164751571,1.0
66,66,10,10_3,324457.0654077497,3328490.690703526,200.0,227.0,213.5,72.0,4.287915058919968,301.47283940505304,Trinity River,0.38131799562807345,1.1822916666666667
67,67,10,10_7,324733.449604162,3328782.79145037,227.0,166.0,196.5,80.0,5.021780072048863,703.2679028015997,Trinity River,0.8895285811321746,0.8645833333333334
68,68,10,10_8,324749.64189094666,3328886.614193488,186.0,111.0,148.5,38.0,5.061973281516948,790.6074270334226,Trinity River,1.0,0.578125
69,69,11,11_0,324470.71729802573,3329670.840669596,153.0,108.0,130.5,38.0,5.0583715047044615,0.0,Trinity River,0.0,1.1868131868131868
70,70,11,11_1,324423.09222439193,3329771.488369345,182.0,91.0,136.5,60.0,5.0614527440947015,111.34678757561447,Trinity River,0.33896349227272876,1.0
71,71,11,11_3,324370.70492697746,3329983.737624415,195.0,84.0,139.5,80.0,4.963284040025453,328.4919766109362,Trinity River,1.0,0.9230769230769231
72,72,12,12_0,324390.0727024855,3330096.4503317387,201.0,153.0,177.0,42.0,4.965681354284516,0.0,Trinity River,0.0,1.0268456375838926
73,73,12,12_3,324537.2342376531,3330422.682235306,347.0,149.0,248.0,92.0,5.157188874956769,357.8879326522808,Trinity River,0.7441117969117156,1.0
74,74,12,12_4,324556.2840487767,3330547.777497085,277.0,138.0,207.5,50.0,4.906784855468037,480.95989626507975,Trinity River,1.0,0.9261744966442953
75,75,13,13_0,324556.2840487767,3330547.777497085,277.0,138.0,207.5,46.0,4.689618106477393,0.0,Trinity River,0.0,1.0036363636363637
76,76,13,13_1,324551.6949654745,3330685.219334755,270.0,83.0,176.5,62.0,5.271056878408359,137.51842941125722,Trinity River,0.17396485919098134,0.6036363636363636
77,77,13,13_2,324538.8808455821,3330835.9773204112,208.0,137.0,172.5,60.0,5.391039020518223,288.7247991545221,Trinity River,0.36524536562042176,0.9963636363636363
78,78,13,13_3,324539.78718300554,3330995.801094525,208.0,112.0,160.0,60.0,5.407530804617713,448.3272135879618,Trinity River,0.567147115606385,0.8145454545454546
79,79,13,13_5,324672.00353783346,3331254.4389069187,151.0,151.0,151.0,38.0,4.17663999014578,716.0735634667956,Trinity River,0.9058541256775576,1.0981818181818181
80,80,13,13_6,324804.294983358,3331298.359691535,167.0,142.0,154.5,42.0,5.037559799813017,790.4954486255602,Trinity River,1.0,1.0327272727272727
81,81,14,14_0,324672.00353783346,3331254.4389069187,151.0,151.0,151.0,38.0,4.17663999014578,0.0,Trinity River,0.0,1.0633802816901408
82,82,14,14_1,324804.294983358,3331298.359691535,167.0,142.0,154.5,42.0,5.037559799813017,139.39175685919415,Trinity River,0.2141012704027037,1.0
83,83,14,14_2,324945.58257753466,3331297.0368046,277.0,137.0,207.0,88.0,4.909320603098913,276.87555300298317,Trinity River,0.42527197430527114,0.9647887323943662
84,84,14,14_3,325085.54773550085,3331297.3013459537,199.0,114.0,156.5,62.0,4.68508864893929,415.75953639621076,Trinity River,0.6385933209406746,0.8028169014084507
85,85,14,14_5,325298.00862944336,3331433.2979807225,248.0,152.0,200.0,50.0,5.226776450720503,651.0552534182156,Trinity River,1.0,1.0704225352112675
86,86,15,15_0,325298.00862944336,3331433.2979807225,248.0,152.0,200.0,50.0,5.226776897967049,0.0,Trinity River,1.0,1.0
87,87,16,16_1,325343.51741488697,3332227.578711682,219.0,173.0,196.0,72.0,4.624560112443895,0.0,Trinity River,0.0,1.130718954248366
88,88,16,16_3,325377.3832456561,3332511.4772185767,256.0,133.0,194.5,48.0,4.7542862701898025,285.9112741931091,Trinity River,1.0,0.869281045751634
89,89,17,17_0,325274.1953705525,3332630.539697607,284.0,144.0,214.0,52.0,2.8250446998711376,0.0,Trinity River,0.0,0.9260450160771704
90,90,17,17_4,325356.48104507034,3332547.1959704133,267.0,167.0,217.0,52.0,4.841176987072297,117.12006272799235,Trinity River,1.0,1.0739549839228295
91,91,18,18_0,325008.0247557994,3333213.418246055,161.0,112.0,136.5,38.0,4.527819153597664,0.0,Trinity River,0.0,0.8175182481751825
92,92,18,18_1,325042.1559788929,3333342.7997581656,278.0,164.0,221.0,42.0,3.2064077123412718,133.80775786881455,Trinity River,0.6055061475698268,1.197080291970803
93,93,18,18_2,325047.18276729865,3333430.9061931027,223.0,137.0,180.0,70.0,5.010336317334497,220.9849700219334,Trinity River,1.0,1.0
94,94,19,19_1,324007.6324752114,3334113.53233396,196.0,165.0,180.5,58.0,5.3630347187672935,0.0,Trinity River,0.0,1.0576923076923077
95,95,19,19_2,323938.5761587739,3334206.1368671767,235.0,167.0,201.0,120.0,5.659807705408841,115.5178532186162,Trinity River,0.2789539479631926,1.0705128205128205
96,96,19,19_4,323962.6541258613,3334435.53100059,371.0,147.0,259.0,38.0,5.630444929433151,325.12488865332836,Trinity River,0.7851156227713162,0.9423076923076923
97,97,19,19_5,324068.75227469904,3334523.107914836,209.0,136.0,172.5,38.0,6.034186513311792,414.1108382300384,Trinity River,1.0,0.8717948717948718
98,98,20,20_0,324640.2527827106,3334478.1288362783,221.0,107.0,164.0,42.0,5.837939069414233,0.0,Trinity River,0.0,0.9067796610169492
99,99,20,20_1,324761.43167488696,3334358.5366519946,238.0,118.0,178.0,56.0,5.721780530178593,170.25455779759483,Trinity River,0.1789641593874756,1.0
100,100,20,20_2,324899.54460825666,3334290.803195845,281.0,140.0,210.5,66.0,5.680123542897045,319.87989364575816,Trinity River,0.33624378114638015,1.1864406779661016
101,101,20,20_3,325043.2139825069,3334250.586363142,232.0,85.0,158.5,60.0,5.58438604011354,462.76701008425266,Trinity River,0.4864404807913676,0.7203389830508474
102,102,20,20_4,325194.0271563567,3334250.3217718657,214.0,83.0,148.5,66.0,5.58997032338242,598.800564047379,Trinity River,0.6294330147266067,0.7033898305084746
103,103,20,20_5,325379.23614966427,3334307.2075420436,226.0,100.0,163.0,80.0,5.803589449502247,758.492258007326,Trinity River,0.7972939527267503,0.847457627118644
104,104,20,20_7,325544.0718934509,3334475.747775768,323.0,168.0,245.5,98.0,5.847576683985442,903.8222471197457,Trinity River,0.95005849349291,1.423728813559322
105,105,20,20_8,325580.5839628178,3334621.0044117863,281.0,202.0,241.5,60.0,5.37652789338416,951.1236293766099,Trinity River,0.9997796417721189,1.7118644067796611
106,106,20,20_9,325551.47928264283,3334751.4441194977,345.0,266.0,305.5,92.0,5.528430533047148,951.3332634886766,Trinity River,1.0,2.2542372881355934
107,107,21,21_0,325326.3192403484,3334810.9751223545,263.0,92.0,177.5,68.0,5.558642146185106,0.0,Trinity River,0.0,0.4380952380952381
108,108,21,21_1,325203.5523806469,3334757.7939636037,172.0,214.0,193.0,84.0,3.854614915826062,133.7906479804932,Trinity River,0.15776525933223148,1.019047619047619
109,109,21,21_3,324985.53510502365,3334651.9603408417,221.0,204.0,212.5,82.0,5.107967265751038,376.05787803023895,Trinity River,0.4434455587659575,0.9714285714285714
110,110,21,21_4,324858.2700500983,3334631.05810117,349.0,219.0,284.0,90.0,5.408245767818941,501.4381108427926,Trinity River,0.5912932988239331,1.042857142857143
111,111,21,21_7,324530.9792913177,3334831.08390235,326.0,199.0,262.5,104.0,5.314364578537013,795.5941160900476,Trinity River,0.93816058104782,0.9476190476190476
112,112,21,21_8,324499.75877489854,3334963.3759629037,363.0,224.0,293.5,92.0,5.312066175587933,840.4928430658025,Trinity River,0.9911049341243504,1.0666666666666667
113,113,21,21_9,324526.7467596921,3335093.551151155,404.0,210.0,307.0,102.0,5.072161197033879,848.0361807585844,Trinity River,1.0,1.0
114,114,22,22_0,324957.22458757204,3335270.821233825,212.0,110.0,161.0,40.0,5.941612819830509,0.0,Trinity River,0.0,0.9821428571428571
115,115,22,22_1,325192.1751115159,3335295.163340973,209.0,112.0,160.5,38.0,5.7991348239482745,236.20814313211872,Trinity River,0.1753595647270619,1.0
116,116,22,22_2,325338.2253565305,3335322.680377988,222.0,113.0,167.5,40.0,5.769487656635448,384.5139227392172,Trinity River,0.2854609211560057,1.0089285714285714
117,117,22,22_3,325426.59639477194,3335344.9054325814,228.0,113.0,170.5,68.0,5.783723467743418,475.18245116956024,Trinity River,0.3527727143446725,1.0089285714285714
118,118,22,22_4,325518.9363119296,3335375.0679405765,217.0,115.0,166.0,90.0,5.691191008842125,571.3032794841191,Trinity River,0.4241322635580871,1.0267857142857142
119,119,22,22_5,325700.705891456,3335467.1430114037,231.0,168.0,199.5,90.0,5.639007121227671,768.9646868203507,Trinity River,0.5708749536880907,1.5
120,120,22,22_7,325978.3201864189,3335753.7760308683,331.0,92.0,211.5,56.0,5.855796750894365,1129.549272042481,Trinity River,0.8385708725221561,0.8214285714285714
121,121,22,22_9,326023.7782316223,3336002.3085874286,196.0,111.0,153.5,42.0,5.521977288473891,1293.294407364083,Trinity River,0.960134317691399,0.9910714285714286
122,122,22,22_10,326005.78629265825,3336116.344184729,193.0,112.0,152.5,42.0,5.4866131211296345,1346.9932107767515,Trinity River,1.0,1.0
123,123,23,23_0,325831.953840967,3336543.1174954674,196.0,113.0,154.5,38.0,5.6615235476107975,0.0,Trinity River,0.0,0.904
124,124,23,23_1,325711.83296269376,3336705.571961384,193.0,109.0,151.0,48.0,4.904938432351949,202.04078522245106,Trinity River,0.2782513204635776,0.872
125,125,23,23_3,325540.1187275583,3337019.368885092,265.0,180.0,222.5,52.0,5.4089149913514,558.5544911085896,Trinity River,0.7692433214942599,1.44
126,126,23,23_4,325532.4463946811,3337204.57766414,219.0,137.0,178.0,38.0,5.274507118877119,726.108989836394,Trinity River,1.0,1.096
127,127,24,24_0,325699.66355866985,3337964.4625023818,217.0,113.0,165.0,52.0,5.378062656806726,0.0,Trinity River,0.0,0.6666666666666666
128,128,24,24_1,325733.2656417694,3338160.519131996,201.0,137.0,169.0,70.0,5.228659557032773,198.91531364980847,Trinity River,0.2507070980710676,0.8082595870206489
129,129,24,24_4,325662.0915409585,3338667.196817796,289.0,235.0,262.0,92.0,4.954902850727693,703.738001372609,Trinity River,0.8869709872467112,1.3864306784660767
130,130,24,24_5,325527.15434559225,3338738.8986589457,281.0,202.0,241.5,122.0,5.263171156931799,793.4171596267378,Trinity River,1.0,1.191740412979351
131,131,25,25_0,325364.17158023315,3338724.346515893,219.0,164.0,191.5,64.0,5.011866640357611,0.0,Trinity River,0.0,1.0
132,132,25,25_4,324630.7443476408,3338543.63550566,239.0,138.0,188.5,50.0,5.358687637416843,755.3621480637887,Trinity River,0.48748829570982555,0.8414634146341463
133,133,25,25_5,324492.1020656816,3338563.2145889117,221.0,164.0,192.5,44.0,5.353303506239391,886.8307257322961,Trinity River,0.5723342110516191,1.0
134,134,25,25_6,324237.5714162221,3338669.31272383,249.0,166.0,207.5,58.0,5.1931547213677245,1127.943548152389,Trinity River,0.7279412654647175,1.0121951219512195
135,135,25,25_8,323941.5025204442,3338954.270401245,250.0,203.0,226.5,62.0,5.131548948531164,1441.1288099042542,Trinity River,0.9300617316334292,1.2378048780487805
136,136,25,25_9,323867.4193776633,3339125.1918130964,208.0,119.0,163.5,42.0,5.372940940129482,1549.4980181296771,Trinity River,1.0,0.725609756097561
0,0,0,0_1,554361.0001069403,4371464.999765629,44.500800000000005,44.805600000000005,146.5,19.5072,2.614422238772145,0.0,White River,0.0,1.2301255230125523
1,1,0,0_4,554264.9998921978,4371461.999777138,40.8432,28.041600000000003,113.0,15.8496,2.3392841986851214,96.04707783972343,White River,0.02405253220907475,0.7698744769874476
2,2,0,0_5,554358.000096645,4371461.999775618,46.3296,44.805600000000005,149.5,19.5072,2.5554228843464335,4.242640903475402,White River,0.0010624608189815797,1.2301255230125523
3,3,0,0_6,550367.999938535,4371422.999984667,0.3048,14.630400000000002,24.5,22.250400000000003,3.134718559594088,3993.2210465343833,White River,1.0,0.40167364016736395
4,4,1,1_0,519302.9999657702,4346645.999991208,47.5488,22.250400000000003,114.5,38.1,1.598724983920058,0.0,White River,0.0,0.8156424581005587
5,5,1,1_1,519314.9998864092,4346567.999971951,63.3984,32.308800000000005,157.0,46.3296,1.7874121776902112,78.91768559345478,White River,1.0,1.1843575418994414
6,6,2,2_0,521928.0001057878,4348004.99997151,62.484,21.640800000000002,138.0,18.5928,4.797229894668951,0.0,White River,0.0,1.2033898305084745
7,7,2,2_5,519960.0001016704,4347920.9996535415,92.6592,14.325600000000001,175.5,16.764,0.896236644192767,1969.7918848510424,White River,1.0,0.7966101694915253
8,8,4,4_0,523896.00019481534,4353392.999895734,26.2128,38.7096,106.5,15.8496,0.7261784754596023,0.0,White River,0.0,1.2893401015228425
9,9,4,4_2,529400.9998693769,4353437.999814887,46.6344,21.336000000000002,111.5,14.9352,2.1885319929338793,5505.18359454492,White River,0.9983679037175207,0.7106598984771574
10,10,4,4_3,529409.9998480477,4353437.999757827,47.5488,21.336000000000002,113.0,16.764,2.3685048350965627,5514.183272564983,White River,1.0,0.7106598984771574
11,11,4,4_7,523869.00002901064,4353326.999984896,159.7152,50.9016,345.5,29.5656,2.352056148748352,71.30916619973335,White River,0.012931954321235884,1.695431472081218
12,12,5,5_2,526139.9999970982,4353929.99965342,0.3048,28.651200000000003,47.5,16.764,3.8002350287633337,0.0,White River,0.0,1.0
13,13,5,5_4,526319.9999970789,4353929.99965342,145.9992,28.651200000000003,286.5,18.5928,4.958972887138257,179.99999998067506,White River,0.06060232594597206,1.0
14,14,5,5_6,526689.0001181213,4353926.999824909,42.062400000000004,14.630400000000002,93.0,18.5928,2.944044922901947,549.0083167443034,White River,0.18483989423310984,0.5106382978723404
15,15,5,5_8,529020.0000200729,4353914.999653121,37.4904,28.651200000000003,108.5,17.6784,2.011310064979311,2880.03908521102,White River,0.9696503744324215,1.0
16,16,5,5_14,529109.9996973904,4353896.999654192,163.6776,23.4696,307.0,11.277600000000001,0.4528718945286482,2970.1830279773076,White River,1.0,0.8191489361702127
17,17,5,5_22,524237.99989826203,4353794.999972377,104.8512,37.4904,233.5,24.0792,3.2731941649809624,1906.7850665071685,White River,0.6419756117876977,1.3085106382978722
18,18,5,5_26,527843.9998446893,4353713.99986384,0.9144000000000001,15.5448,27.0,14.020800000000001,3.1354920997255693,1717.635406507794,White River,0.5782927820705724,0.5425531914893617
19,19,5,5_29,527927.9998829307,4353674.99979006,54.254400000000004,22.555200000000003,126.0,14.9352,4.7598546863863636,1806.0920580220775,White River,0.6080743311135357,0.7872340425531915
20,20,5,5_30,528029.9999968887,4353659.99965345,26.822400000000002,28.651200000000003,91.0,12.192,2.7539432222794065,1909.188308992022,White River,0.6427847344788641,1.0
21,21,6,6_4,524327.9997615975,4354352.999812743,103.0224,32.9184,223.0,33.528,3.236357894237451,0.0,White River,0.0,0.8275862068965518
22,22,6,6_7,524390.9998423887,4354313.9998608325,160.02,46.6344,339.0,11.277600000000001,0.7113360549137476,74.0945775930734,White River,0.06533249999819996,1.1724137931034484
23,23,6,6_12,524489.9998603795,4354259.999826918,0.3048,25.908,43.0,17.6784,0.872112690507378,186.79675952410975,White River,0.16470704993145838,0.6513409961685824
24,24,6,6_13,525458.9998401633,4354268.999929474,184.0992,20.4216,335.5,10.972800000000001,1.4303550663860314,1134.1151432306258,White River,1.0,0.5134099616858239
25,25,6,6_22,524669.9998493525,4354139.999861365,93.5736,71.0184,270.0,16.4592,2.975000477533641,402.90574494697,White River,0.35525999926185436,1.7854406130268201
26,26,6,6_24,524669.9998494121,4354136.999861304,94.1832,71.0184,271.0,16.764,2.969854360549367,404.4997392914628,White River,0.35666549530342223,1.7854406130268201
27,27,7,7_3,525251.999842494,4354511.999870614,2.7432000000000003,31.3944,56.0,32.6136,0.6693442243831921,0.0,White River,0.0,1.0
28,28,7,7_4,529731.0000391866,4354499.999983485,153.924,57.302400000000006,346.5,12.192,3.270821530736343,4479.016271377329,White River,1.0,1.825242718446602
29,29,7,7_8,524199.0000405108,4354403.999813968,51.816,28.651200000000003,132.0,16.764,3.200590359035513,1058.523781127401,White River,0.23632952349197373,0.912621359223301
30,30,10,10_12,534896.999652928,4357253.999855435,0.3048,74.9808,123.5,9.4488,0.7354302463237224,0.0,White River,1.0,1.0
31,31,12,12_2,540446.9998461604,4359518.999969512,58.8264,46.6344,173.0,28.041600000000003,2.4710929720255272,0.0,White River,0.0,1.6105263157894736
32,32,12,12_3,543228.0001567618,4359551.999868364,231.95280000000002,17.0688,408.5,17.6784,1.0364922834650994,2781.196095367873,White River,1.0,0.5894736842105263
33,33,12,12_4,543144.0001695184,4359488.9999072235,92.3544,28.651200000000003,198.5,17.6784,2.701162501797973,2697.1671709277566,White River,0.9697867674343179,0.9894736842105263
34,34,12,12_6,543144.0001671456,4359485.9999072775,92.6592,28.651200000000003,199.0,15.5448,0.48941522494431583,2697.2022051566405,White River,0.9697993642551398,0.9894736842105263
35,35,12,12_13,540560.9997894168,4359338.999815034,47.244,51.816,162.5,22.250400000000003,2.089198237665798,213.06347100038633,White River,0.07660857548133589,1.789473684210526
36,36,12,12_15,541028.99986296,4359320.999329079,48.1584,28.651200000000003,126.0,16.764,2.1768857455360067,614.7587113385717,White River,0.22104112412729987,0.9894736842105263
37,37,12,12_16,543018.0001741325,4359335.999947793,43.891200000000005,20.7264,106.0,13.1064,2.0215038738385562,2577.5049358598726,White River,0.9267613096943249,0.7157894736842105
38,38,12,12_17,539828.999836907,4359281.999929809,73.7616,56.997600000000006,214.5,16.764,2.467335523269948,661.885964692191,White River,0.23798608296429466,1.9684210526315788
39,39,12,12_18,540659.9999609885,4359308.999652951,49.9872,64.00800000000001,187.0,14.630400000000002,2.2620100746996163,299.1139947789043,White River,0.1075486893128764,2.210526315789474
40,40,12,12_20,541169.9999145941,4359305.999653353,91.7448,21.640800000000002,186.0,19.5072,0.6168826864211053,753.7229156917757,White River,0.27100675027809557,0.7473684210526316
41,41,12,12_21,541259.9998914978,4359290.999653505,176.78400000000002,28.956000000000003,337.5,13.716000000000001,0.7179222986487792,844.365571194064,White River,0.30359799965215273,1.0
42,42,12,12_22,539828.9998403471,4359278.999929803,74.9808,56.997600000000006,216.5,16.764,2.388010740648983,662.9660822738098,White River,0.23837444737463512,1.9684210526315788
43,43,12,12_24,539843.999831575,4359260.999909894,48.1584,39.3192,143.5,16.764,2.2358903802219463,655.8757872899814,White River,0.23582507841944447,1.3578947368421053
44,44,14,14_3,545484.0001672845,4361585.999907143,254.8128,40.8432,485.0,13.716000000000001,1.0480596121515091,0.0,White River,0.0,1.170305676855895
45,45,14,14_8,544890.0001525114,4361489.999939142,42.062400000000004,28.956000000000003,116.5,18.5928,2.7060615463869886,601.7075796487527,White River,1.0,0.8296943231441047
